time,rank,id,title
01:30,1,1089079153,"Garena 傳說對決：膽大黨聯動開啟！"
01:30,2,919043762,"星城-賓果行星大賽開跑"
01:30,3,6443575749,"寒霜啟示錄"
01:30,4,1556357398,"Pikmin Bloom"
01:30,5,6739554056,"Kingshot"
01:30,6,501306812,"麻將明星3缺1"
01:30,7,1623318294,"緋聞港口：合併&故事"
01:30,8,6759030432,"瑪奇 Mobile"
01:30,9,6448786147,"最後的戰爭 - Last War"
01:30,10,1453363650,"PUBG MOBILE：絕地求生M"
01:30,11,406889139,"Coin Master"
01:30,12,553834731,"糖果傳奇"
01:30,13,1339550728,"包你發-王識賢、安心亞推薦休閒娛樂城-老虎機、捕魚機多款遊戲"
01:30,14,6739616715,"楓之谷：放置冒險記"
01:30,15,1441199787,"豪神娛樂城"
01:30,16,1253796614,"RO仙境傳說：守護永恆的愛"
01:30,17,1267732467,"金好運"
01:30,18,6749527002,"RO仙境傳説：世界之旅"
01:30,19,6752602491,"三國：謀定天下"
01:30,20,6449517782,"嚦咕麻將-戰神賽特、雷神之錘、超八、賽馬、麻將、魚機、老虎機"
01:30,21,6756641249,"hololive Dreams"
01:30,22,6749251466,"薑餅人放置大戰爭 - 餅乾養成RPG"
01:30,23,455902495,"麻將 神來也麻將－台灣16張、麻雀"
01:30,24,1290086677,"楓之谷M - 奇幻冒險MMORPG"
01:30,25,6774434587,"猛鬼三國"
01:30,26,6670604287,"Garena® 三角洲行動"
01:30,27,907432647,"老子有錢-10萬倍賽特、柏青斯洛、老虎機、爆萬倍捕魚機"
01:30,28,6471045672,"食光旅行"
01:30,29,1105855019,"夢幻花園 (Gardenscapes)"
01:30,30,6752642477,"明日方舟：終末地"
01:30,31,1229016807,"《荒野亂鬥》"
01:30,32,1094591345,"Pokémon GO"
01:30,33,1276508585,"天堂M"
01:30,34,583798880,"神魔之塔"
01:30,35,6762115994,"開局一座島-送真海鮮！"
01:30,36,6482291732,"運氣拚輸贏"
01:30,37,1465688043,"決勝時刻: Mobile - Garena"
01:30,38,6504542886,"杖劍傳說：坎斯汀之約"
01:30,39,6746465127,"細胞保衛戰 - 生存射擊大亂鬥"
01:30,40,1117270703,"eFootball™"
01:30,41,6450006659,"巔峰極速"
01:30,42,1007924271,"滿貫大亨娛樂城 - 雷霆之錘II：諸神黃昏 強勢降臨！"
01:30,43,6670441558,"Dark War:Survival"
01:30,44,6475033368,"鳴潮 - 前往玄方地界"
01:30,45,1482155847,"Royal Match"
01:30,46,6503272652,"Last Z:Survival Shooter（倖存者逃亡）"
01:30,47,6744796128,"燕雲十六聲"
01:30,48,6503702666,"同盟塔防戰：並肩作戰"
01:30,49,6749109328,"超能戰爭"
01:30,50,1501301871,"《英雄聯盟：激鬥峽谷》"
01:30,51,1606549505,"Royal Kingdom"
01:30,52,6746151928,"心動小鎮"
01:30,53,1195621598,"夢幻家園 (Homescapes)"
01:30,54,6474654939,"逆水寒"
01:30,55,1094930513,"EA SPORTS FC™ 足球 Mobile 2026"
01:30,56,6758648051,"我的英雄學院：UNITED SURVIVAL"
01:30,57,767265270,"《LINE Rangers》×動畫「怪獸8號」合作活動"
01:30,58,6738109752,"點點大作戰"
01:30,59,1212704444,"棒球殿堂Live"
01:30,60,1606356401,"絕區零 - 週年慶"
01:30,61,6749302379,"夢幻茶樓"
01:30,62,6739514639,"信長之野望 真戰"
01:30,63,6755585789,"靠裝勇者：背包合成RPG"
01:30,64,971601423,"貓咪大戰爭"
01:30,65,1402384531,"天天玩樂園 (Play Together)"
01:30,66,6760538120,"醫起救世界：鼠裡逃生"
01:30,67,1059665257,"MLB：9局職棒26"
01:30,68,1466736988,"跑跑卡丁車 Rush+"
01:30,69,1356980152,"大福Online-老虎機、捕魚、推幣機、刮刮樂、拉霸 娛樂城"
01:30,70,6754965520,"Rogue Legend - Roguelike RPG"
01:30,71,6443755785,"漫遊小鎮®：合併&故事"
01:30,72,6756707358,"肥鵝美食街"
01:30,73,6479970832,"Pokémon TCG Pocket"
01:30,74,638689075,"夢想小鎮 (Township)"
01:30,75,6755455500,"好萊塢合成：星夢逆襲"
01:30,76,439159270,"德州撲克 神來也德州撲克(Texas Poker)"
01:30,77,6618142292,"火辣餐廳：合併&烹飪"
01:30,78,6502820653,"弓箭傳說2"
01:30,79,6756000886,"新熱血江湖：世界"
01:30,80,6503113088,"新武俠大明星"
01:30,81,1521236603,"Travel Town - Merge Adventure"
01:30,82,730209957,"拉斯維加斯娛樂城-捕魚,老虎機,拉霸,麻將,賭場遊戲"
01:30,83,1572788053,"一念逍遙：涅槃重生"
01:30,84,6738163891,"VAMPIR：血之繼承者"
01:30,85,1580691683,"MLB 9局職棒 勁旅對決 26"
01:30,86,6740966864,"點點英雄：骰子傳說"
01:30,87,6450953550,"王國之歌（Top Heroes）"
01:30,88,1487451427,"Infinity Kingdom"
01:30,89,6759817762,"Titan Rush: Survival"
01:30,90,1599719154,"崩壞：星穹鐵道"
01:30,91,1192272619,"錢街Online-麻將、捕魚機、老虎機、紅包雨、娛樂城"
01:30,92,6780402432,"爆走摸魚君"
01:30,93,1517783697,"原神·空月之歌"
01:30,94,6759596187,"無盡輪迴：鬼域摸金"
01:30,95,1673675970,"蛋仔派對"
01:30,96,6745761596,"Coin Master - Board Adventure"
01:30,97,6446716937,"九萬畝"
01:30,98,6751560944,"我的花園世界"
01:30,99,949344041,"LINE 熊大農場"
01:30,100,1643509748,"摩奇料理 主題餐廳"
01:30,101,1566814309,"國粹天天樂-台灣麻將四隻刀13支大老二排7接龍"
01:30,102,895761422,"LINE Bubble 2"
01:30,103,6752369665,"誰來救救我"
01:30,104,1562065271,"無雙戰機"
01:30,105,6737599263,"NBA巔峰對決"
01:30,106,1444980563,"天堂W"
01:30,107,6760813873,"世界之外"
01:30,108,6462846417,"MLB 制勝時刻 26"
01:30,109,1300146617,"Free Fire: 9周年"
01:30,110,1630883882,"勝利女神：妮姬"
01:30,111,1037737746,"真人麻將 野蠻世界娛樂城-陳雷推薦"
01:30,112,6692615881,"SD鋼彈 G世代 永恆"
01:30,113,6760377678,"車車屍搭普 - 超激爽末日刷怪！"
01:30,114,6499562253,"龍村 3"
01:30,115,6747065546,"雲上城之歌：勇者再出發"
01:30,116,1370284166,"第五人格"
01:30,117,6754158504,"RO仙境傳說：愛如初見Classic"
01:30,118,1492885094,"叫我大掌櫃"
01:30,119,6785414379,"天命：六道輪迴"
01:30,120,1579464667,"Pokémon Sleep"
01:30,121,6469999573,"全明星街球派對"
01:30,122,6760992149,"生存33天"
01:30,123,1530758357,"三國志・戰略版"
01:30,124,6503603603,"迷霧小鎮: 合成遊戲 (Mystery Town)"
01:30,125,6741827909,"RO仙境傳說：守護永恆的愛 Classic"
01:30,126,1053012308,"Clash Royale"
01:30,127,6445880165,"暗影英雄：突襲"
01:30,128,6740848451,"RF ONLINE NEXT"
01:30,129,6757519748,"超時空街球對決"
01:30,130,6451176533,"恐龍突變 : T-Rex"
01:30,131,1315535136,"荒野行動"
01:30,132,6753970194,"勇者來開團"
01:30,133,6754595303,"三國志KING"
01:30,134,850251209,"怪物彈珠"
01:30,135,6450161259,"獸族之怒"
01:30,136,6744726523,"問劍長生-亞洲服"
01:30,137,1480516829,"Free Fire MAX"
01:30,138,1376515087,"Age of Origins:Tower Defense"
01:30,139,6746192853,"變身傳奇"
01:30,140,6596787726,"卡皮巴拉 Go!"
01:30,141,1158967485,"勇士爭霸：武士聯盟 放置角色 RPG遊戲"
01:30,142,6475925341,"咒術迴戰 幻影夜行"
01:30,143,1570095804,"Kingdom Guard:Tower Defense TD"
01:30,144,1491129492,"Baseball Clash: Real-time game"
01:30,145,1672731515,"捕魚新紀元Online - 歡樂捕魚大作戰"
01:30,146,6757722046,"Butcher hero: hook'n'chew RPG"
01:30,147,6747024269,"齒輪獸衛隊"
01:30,148,6742088839,"怪獸 8號 THE GAME"
01:30,149,664575829,"夢幻水族箱 (Fishdom)"
